SCH_DEP_TIME,CARRIER,DEP_TIME,DEST,DISTANCE,FL_DATE,ORIGIN,WEATHER,DAY_WEEK,DAY_OF_MONTH,STATUS,LATE_MINS
1720,RU,1736,EWR,169,1/11/2004,BWI,0,7,11,ontime,16
1030,RU,1029,EWR,169,1/11/2004,BWI,0,7,11,ontime,0
1315,RU,1310,EWR,169,1/11/2004,BWI,0,7,11,ontime,0
1455,RU,1450,EWR,169,1/11/2004,BWI,0,7,11,ontime,0
1900,CO,1851,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
1300,CO,1255,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
1630,CO,1623,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
840,DH,835,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
1710,DH,1700,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
1245,DH,1241,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
2120,DH,2113,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
1430,DH,1531,EWR,213,1/11/2004,IAD,0,7,11,delayed,101
2130,RU,2130,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
845,RU,844,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
1700,RU,1656,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
1730,RU,1723,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
1359,RU,1356,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
930,RU,926,EWR,199,1/11/2004,DCA,0,7,11,ontime,0
1500,RU,1501,EWR,213,1/11/2004,IAD,0,7,11,ontime,1
1900,RU,1856,EWR,213,1/11/2004,IAD,0,7,11,ontime,0
1455,OH,1450,JFK,184,1/12/2004,BWI,0,1,12,ontime,0
1640,DH,1640,JFK,213,1/12/2004,DCA,0,1,12,ontime,0
1245,DH,1244,LGA,229,1/12/2004,IAD,0,1,12,ontime,0
1455,DH,1442,LGA,229,1/12/2004,IAD,0,1,12,ontime,0
1715,DH,1709,LGA,229,1/12/2004,IAD,0,1,12,ontime,0
2120,DH,2112,LGA,229,1/12/2004,IAD,0,1,12,ontime,0
640,DH,641,LGA,229,1/12/2004,IAD,0,1,12,delayed,1
1040,DH,1037,LGA,229,1/12/2004,IAD,0,1,12,ontime,0
840,DH,833,JFK,228,1/12/2004,IAD,0,1,12,ontime,0
1240,DH,1240,JFK,228,1/12/2004,IAD,0,1,12,ontime,0
1455,DH,1535,JFK,228,1/12/2004,IAD,0,1,12,delayed,80
1645,DH,1638,JFK,228,1/12/2004,IAD,0,1,12,ontime,0
1715,DH,1710,JFK,228,1/12/2004,IAD,0,1,12,ontime,0
2120,DH,2112,JFK,228,1/12/2004,IAD,0,1,12,ontime,0
1455,DL,1451,JFK,213,1/12/2004,DCA,0,1,12,ontime,0
630,DL,630,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
730,DL,733,LGA,214,1/12/2004,DCA,0,1,12,ontime,3
830,DL,830,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
930,DL,1004,LGA,214,1/12/2004,DCA,0,1,12,delayed,74
1030,DL,1028,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1130,DL,1131,LGA,214,1/12/2004,DCA,0,1,12,ontime,1
1230,DL,1230,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1330,DL,1328,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1430,DL,1432,LGA,214,1/12/2004,DCA,0,1,12,ontime,2
1530,DL,1529,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1630,DL,1630,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1730,DL,1728,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1830,DL,1830,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1930,DL,1929,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
2030,DL,2029,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1530,MQ,1527,JFK,213,1/12/2004,DCA,0,1,12,ontime,0
600,MQ,553,JFK,213,1/12/2004,DCA,0,1,12,ontime,0
1830,MQ,1820,JFK,213,1/12/2004,DCA,0,1,12,ontime,0
700,MQ,654,LGA,214,1/12/2004,DCA,0,1,12,delayed,0
800,MQ,756,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
900,MQ,855,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1100,MQ,1053,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1300,MQ,1258,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1500,MQ,1450,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1600,MQ,1552,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1700,MQ,1647,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1900,MQ,1903,LGA,214,1/12/2004,DCA,0,1,12,ontime,3
850,UA,848,LGA,229,1/12/2004,IAD,0,1,12,ontime,0
630,US,628,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
700,US,657,LGA,214,1/12/2004,DCA,0,1,12,delayed,0
800,US,758,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
900,US,857,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1000,US,955,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1100,US,1058,LGA,214,1/12/2004,DCA,0,1,12,delayed,0
1200,US,1156,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1300,US,1256,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1400,US,1358,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1500,US,1458,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1600,US,1559,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1700,US,1656,LGA,214,1/12/2004,DCA,0,1,12,delayed,0
1800,US,1756,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
1900,US,1858,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
2000,US,1958,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
2100,US,2056,LGA,214,1/12/2004,DCA,0,1,12,ontime,0
700,RU,656,EWR,169,1/12/2004,BWI,0,1,12,ontime,0
1455,RU,1509,EWR,169,1/12/2004,BWI,0,1,12,delayed,54
1720,RU,1720,EWR,169,1/12/2004,BWI,0,1,12,ontime,0
1030,RU,1040,EWR,169,1/12/2004,BWI,0,1,12,ontime,10
735,CO,729,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
1300,CO,1257,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
1730,CO,1732,EWR,199,1/12/2004,DCA,0,1,12,delayed,2
1900,CO,1852,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
840,DH,831,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1710,DH,1710,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1245,DH,1359,EWR,213,1/12/2004,IAD,0,1,12,delayed,114
2120,DH,2112,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
630,DH,622,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1430,DH,1421,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1359,RU,1348,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
900,RU,858,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
1525,RU,1519,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
1700,RU,1649,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1900,RU,1857,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
2100,RU,2056,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
1300,RU,1253,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
645,RU,651,EWR,199,1/12/2004,DCA,0,1,12,ontime,6
1630,RU,1622,EWR,199,1/12/2004,DCA,0,1,12,ontime,0
700,RU,657,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1500,RU,1456,EWR,213,1/12/2004,IAD,0,1,12,ontime,0
1455,OH,1453,JFK,184,1/13/2004,BWI,0,2,13,ontime,0
1640,DH,1639,JFK,213,1/13/2004,DCA,0,2,13,ontime,0
1245,DH,1238,LGA,229,1/13/2004,IAD,0,2,13,ontime,0
1715,DH,1922,LGA,229,1/13/2004,IAD,0,2,13,delayed,207
2120,DH,2124,LGA,229,1/13/2004,IAD,0,2,13,ontime,4
640,DH,655,LGA,229,1/13/2004,IAD,0,2,13,delayed,15
1040,DH,1038,LGA,229,1/13/2004,IAD,0,2,13,ontime,0
840,DH,833,JFK,228,1/13/2004,IAD,0,2,13,ontime,0
1240,DH,1236,JFK,228,1/13/2004,IAD,0,2,13,ontime,0
1455,DH,1450,JFK,228,1/13/2004,IAD,0,2,13,ontime,0
1645,DH,1640,JFK,228,1/13/2004,IAD,0,2,13,ontime,0
1715,DH,1713,JFK,228,1/13/2004,IAD,0,2,13,ontime,0
2120,DH,2125,JFK,228,1/13/2004,IAD,0,2,13,ontime,5
1610,DH,1642,JFK,228,1/13/2004,IAD,0,2,13,delayed,32
1455,DL,1453,JFK,213,1/13/2004,DCA,0,2,13,ontime,0
630,DL,629,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
730,DL,729,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
830,DL,831,LGA,214,1/13/2004,DCA,0,2,13,ontime,1
930,DL,929,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1030,DL,1029,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1130,DL,1128,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1230,DL,1228,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1330,DL,1329,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1430,DL,1429,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1530,DL,1529,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1630,DL,1634,LGA,214,1/13/2004,DCA,0,2,13,delayed,4
1730,DL,1733,LGA,214,1/13/2004,DCA,0,2,13,ontime,3
1830,DL,1830,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1930,DL,1930,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
2030,DL,2028,LGA,214,1/13/2004,DCA,0,2,13,delayed,0
1530,MQ,1516,JFK,213,1/13/2004,DCA,0,2,13,ontime,0
600,MQ,553,JFK,213,1/13/2004,DCA,0,2,13,ontime,0
1830,MQ,1851,JFK,213,1/13/2004,DCA,0,2,13,delayed,21
700,MQ,650,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
800,MQ,755,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
900,MQ,851,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1100,MQ,1050,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1300,MQ,1248,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1400,MQ,1401,LGA,214,1/13/2004,DCA,0,2,13,ontime,1
1500,MQ,1453,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1600,MQ,1700,LGA,214,1/13/2004,DCA,0,2,13,delayed,100
1700,MQ,1811,LGA,214,1/13/2004,DCA,0,2,13,delayed,111
1900,MQ,2007,LGA,214,1/13/2004,DCA,0,2,13,delayed,107
850,UA,845,LGA,229,1/13/2004,IAD,0,2,13,ontime,0
630,US,629,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
700,US,658,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
800,US,756,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
900,US,857,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1000,US,958,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1100,US,1057,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1200,US,1156,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1300,US,1255,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1400,US,1359,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1500,US,1459,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1600,US,1558,LGA,214,1/13/2004,DCA,0,2,13,delayed,0
1700,US,1706,LGA,214,1/13/2004,DCA,0,2,13,ontime,6
1800,US,1759,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1900,US,1857,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
2000,US,1956,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
2100,US,2056,LGA,214,1/13/2004,DCA,0,2,13,ontime,0
1030,RU,1025,EWR,169,1/13/2004,BWI,0,2,13,ontime,0
1720,RU,1831,EWR,169,1/13/2004,BWI,0,2,13,delayed,111
700,RU,653,EWR,169,1/13/2004,BWI,0,2,13,ontime,0
1455,RU,1537,EWR,169,1/13/2004,BWI,0,2,13,delayed,82
735,CO,729,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
1730,CO,1816,EWR,199,1/13/2004,DCA,0,2,13,delayed,86
1900,CO,1924,EWR,199,1/13/2004,DCA,0,2,13,delayed,24
1300,CO,1258,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
840,DH,836,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
1710,DH,1708,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
1245,DH,1237,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
2120,DH,2115,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
630,DH,626,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
1430,DH,1740,EWR,213,1/13/2004,IAD,0,2,13,delayed,310
1300,RU,1255,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
700,RU,655,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
1500,RU,1456,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
1700,RU,1655,EWR,213,1/13/2004,IAD,0,2,13,ontime,0
1359,RU,1355,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
1900,RU,1927,EWR,213,1/13/2004,IAD,0,2,13,delayed,27
1525,RU,1519,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
645,RU,641,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
1630,RU,1625,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
900,RU,855,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
2100,RU,2055,EWR,199,1/13/2004,DCA,0,2,13,ontime,0
1455,OH,1500,JFK,184,1/14/2004,BWI,0,3,14,ontime,45
1640,DH,1630,JFK,213,1/14/2004,DCA,0,3,14,ontime,0
1245,DH,1243,LGA,229,1/14/2004,IAD,0,3,14,ontime,0
1715,DH,1722,LGA,229,1/14/2004,IAD,0,3,14,ontime,7
2120,DH,2118,LGA,229,1/14/2004,IAD,0,3,14,ontime,0
640,DH,640,LGA,229,1/14/2004,IAD,0,3,14,ontime,0
1040,DH,1034,LGA,229,1/14/2004,IAD,0,3,14,ontime,0
840,DH,844,JFK,228,1/14/2004,IAD,0,3,14,ontime,4
1240,DH,1243,JFK,228,1/14/2004,IAD,0,3,14,ontime,3
1455,DH,1450,JFK,228,1/14/2004,IAD,0,3,14,ontime,0
1645,DH,1640,JFK,228,1/14/2004,IAD,0,3,14,ontime,0
1715,DH,1714,JFK,228,1/14/2004,IAD,0,3,14,ontime,0
2120,DH,2119,JFK,228,1/14/2004,IAD,0,3,14,ontime,0
1610,DH,1631,JFK,228,1/14/2004,IAD,0,3,14,ontime,21
1455,DL,1454,JFK,213,1/14/2004,DCA,0,3,14,ontime,0
630,DL,631,LGA,214,1/14/2004,DCA,0,3,14,ontime,1
730,DL,730,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
830,DL,829,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
930,DL,929,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1030,DL,1029,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1130,DL,1132,LGA,214,1/14/2004,DCA,0,3,14,delayed,2
1230,DL,1230,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1330,DL,1329,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1430,DL,1431,LGA,214,1/14/2004,DCA,0,3,14,ontime,1
1530,DL,1530,LGA,214,1/14/2004,DCA,0,3,14,delayed,0
1630,DL,1631,LGA,214,1/14/2004,DCA,0,3,14,ontime,1
1730,DL,1728,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1830,DL,1829,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1930,DL,1928,LGA,214,1/14/2004,DCA,0,3,14,delayed,0
2030,DL,2030,LGA,214,1/14/2004,DCA,0,3,14,delayed,0
1530,MQ,1526,JFK,213,1/14/2004,DCA,0,3,14,ontime,0
600,MQ,553,JFK,213,1/14/2004,DCA,0,3,14,ontime,0
1830,MQ,1825,JFK,213,1/14/2004,DCA,0,3,14,ontime,0
700,MQ,657,LGA,214,1/14/2004,DCA,0,3,14,delayed,0
800,MQ,757,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
900,MQ,853,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1100,MQ,1111,LGA,214,1/14/2004,DCA,0,3,14,delayed,11
1300,MQ,1255,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1500,MQ,1454,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1600,MQ,1612,LGA,214,1/14/2004,DCA,0,3,14,ontime,12
1700,MQ,1658,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1900,MQ,1917,LGA,214,1/14/2004,DCA,0,3,14,ontime,17
850,UA,847,LGA,229,1/14/2004,IAD,0,3,14,ontime,0
630,US,627,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
700,US,657,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
800,US,757,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
900,US,856,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1000,US,1001,LGA,214,1/14/2004,DCA,0,3,14,ontime,1
1100,US,1057,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1200,US,1157,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1300,US,1257,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1400,US,1356,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1500,US,1500,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1600,US,1559,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1700,US,1653,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1800,US,1757,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
1900,US,1858,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
2000,US,1959,LGA,214,1/14/2004,DCA,0,3,14,delayed,0
2100,US,2059,LGA,214,1/14/2004,DCA,0,3,14,ontime,0
700,RU,655,EWR,169,1/14/2004,BWI,0,3,14,ontime,0
1455,RU,1449,EWR,169,1/14/2004,BWI,0,3,14,ontime,0
1720,RU,1722,EWR,169,1/14/2004,BWI,0,3,14,ontime,2
1030,RU,1035,EWR,169,1/14/2004,BWI,0,3,14,ontime,5
1300,CO,1257,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
1900,CO,1915,EWR,199,1/14/2004,DCA,0,3,14,ontime,15
735,CO,731,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
1730,CO,1745,EWR,199,1/14/2004,DCA,0,3,14,delayed,15
840,DH,848,EWR,213,1/14/2004,IAD,0,3,14,ontime,8
1710,DH,1703,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
1245,DH,1245,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
2120,DH,2330,EWR,213,1/14/2004,IAD,0,3,14,delayed,210
630,DH,629,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
1430,DH,1502,EWR,213,1/14/2004,IAD,0,3,14,delayed,72
700,RU,656,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
1700,RU,1703,EWR,213,1/14/2004,IAD,0,3,14,ontime,3
900,RU,856,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
1359,RU,1355,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
645,RU,643,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
1500,RU,1456,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
1630,RU,1625,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
1900,RU,1858,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
1300,RU,1255,EWR,213,1/14/2004,IAD,0,3,14,ontime,0
1525,RU,1524,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
2100,RU,2100,EWR,199,1/14/2004,DCA,0,3,14,ontime,0
1455,OH,1455,JFK,184,1/15/2004,BWI,0,4,15,ontime,0
1640,DH,1637,JFK,213,1/15/2004,DCA,0,4,15,ontime,0
1245,DH,1310,LGA,229,1/15/2004,IAD,0,4,15,ontime,65
1455,DH,1545,LGA,229,1/15/2004,IAD,0,4,15,delayed,90
2120,DH,2133,LGA,229,1/15/2004,IAD,0,4,15,delayed,13
840,DH,858,JFK,228,1/15/2004,IAD,0,4,15,ontime,18
1240,DH,1236,JFK,228,1/15/2004,IAD,0,4,15,ontime,0
1455,DH,1502,JFK,228,1/15/2004,IAD,0,4,15,ontime,47
1645,DH,1644,JFK,228,1/15/2004,IAD,0,4,15,ontime,0
1715,DH,1714,JFK,228,1/15/2004,IAD,0,4,15,ontime,0
2120,DH,2138,JFK,228,1/15/2004,IAD,0,4,15,ontime,18
1610,DH,1605,JFK,228,1/15/2004,IAD,0,4,15,ontime,0
1455,DL,1501,JFK,213,1/15/2004,DCA,0,4,15,ontime,46
630,DL,630,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
730,DL,729,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
930,DL,943,LGA,214,1/15/2004,DCA,0,4,15,ontime,13
1130,DL,1130,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1330,DL,1330,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1430,DL,1428,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1530,DL,1530,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1630,DL,1630,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1730,DL,1736,LGA,214,1/15/2004,DCA,0,4,15,ontime,6
1830,DL,1831,LGA,214,1/15/2004,DCA,0,4,15,ontime,1
1930,DL,1928,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
2030,DL,2029,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
1530,MQ,1523,JFK,213,1/15/2004,DCA,0,4,15,ontime,0
600,MQ,553,JFK,213,1/15/2004,DCA,0,4,15,ontime,0
1830,MQ,1834,JFK,213,1/15/2004,DCA,0,4,15,ontime,4
800,MQ,800,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
1100,MQ,1050,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1300,MQ,1341,LGA,214,1/15/2004,DCA,0,4,15,delayed,41
1400,MQ,1400,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1500,MQ,1519,LGA,214,1/15/2004,DCA,0,4,15,ontime,19
1600,MQ,1643,LGA,214,1/15/2004,DCA,0,4,15,delayed,43
1700,MQ,1758,LGA,214,1/15/2004,DCA,0,4,15,delayed,58
1900,MQ,2012,LGA,214,1/15/2004,DCA,0,4,15,delayed,112
850,UA,955,LGA,229,1/15/2004,IAD,0,4,15,delayed,105
630,US,627,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
800,US,815,LGA,214,1/15/2004,DCA,0,4,15,ontime,15
900,US,1019,LGA,214,1/15/2004,DCA,0,4,15,delayed,119
1100,US,1058,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1200,US,1158,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1400,US,1358,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1500,US,1458,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1600,US,1559,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1700,US,1701,LGA,214,1/15/2004,DCA,0,4,15,ontime,1
1800,US,1759,LGA,214,1/15/2004,DCA,0,4,15,ontime,0
1900,US,1858,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
2100,US,2056,LGA,214,1/15/2004,DCA,0,4,15,delayed,0
1455,RU,1450,EWR,169,1/15/2004,BWI,0,4,15,ontime,0
1030,RU,1027,EWR,169,1/15/2004,BWI,0,4,15,delayed,0
1720,RU,1811,EWR,169,1/15/2004,BWI,0,4,15,delayed,91
735,CO,815,EWR,199,1/15/2004,DCA,0,4,15,delayed,80
1900,CO,1951,EWR,199,1/15/2004,DCA,0,4,15,delayed,51
1300,CO,1256,EWR,199,1/15/2004,DCA,0,4,15,ontime,0
840,DH,835,EWR,213,1/15/2004,IAD,0,4,15,ontime,0
1245,DH,1237,EWR,213,1/15/2004,IAD,0,4,15,ontime,0
2120,DH,2116,EWR,213,1/15/2004,IAD,0,4,15,ontime,0
630,DH,623,EWR,213,1/15/2004,IAD,0,4,15,ontime,0
645,RU,643,EWR,199,1/15/2004,DCA,0,4,15,ontime,0
1900,RU,1952,EWR,213,1/15/2004,IAD,0,4,15,delayed,52
700,RU,654,EWR,213,1/15/2004,IAD,0,4,15,delayed,0
1300,RU,1345,EWR,213,1/15/2004,IAD,0,4,15,delayed,45
1630,RU,1646,EWR,199,1/15/2004,DCA,0,4,15,ontime,16
1525,RU,1525,EWR,199,1/15/2004,DCA,0,4,15,ontime,0
1500,RU,1504,EWR,213,1/15/2004,IAD,0,4,15,ontime,4
2100,RU,2140,EWR,199,1/15/2004,DCA,0,4,15,delayed,40
900,RU,956,EWR,199,1/15/2004,DCA,0,4,15,delayed,56
1359,RU,1359,EWR,199,1/15/2004,DCA,0,4,15,ontime,0
1455,OH,1455,JFK,184,1/16/2004,BWI,0,5,16,ontime,0
1640,DH,1648,JFK,213,1/16/2004,DCA,0,5,16,ontime,8
1455,DH,1545,LGA,229,1/16/2004,IAD,0,5,16,delayed,90
1715,DH,1952,LGA,229,1/16/2004,IAD,0,5,16,delayed,237
2120,DH,2117,LGA,229,1/16/2004,IAD,0,5,16,ontime,0
640,DH,640,LGA,229,1/16/2004,IAD,0,5,16,ontime,0
840,DH,840,JFK,228,1/16/2004,IAD,0,5,16,ontime,0
1240,DH,1246,JFK,228,1/16/2004,IAD,0,5,16,ontime,6
1455,DH,1454,JFK,228,1/16/2004,IAD,0,5,16,ontime,0
1645,DH,1653,JFK,228,1/16/2004,IAD,0,5,16,ontime,8
1715,DH,1709,JFK,228,1/16/2004,IAD,0,5,16,ontime,0
2120,DH,2127,JFK,228,1/16/2004,IAD,0,5,16,ontime,7
1610,DH,1607,JFK,228,1/16/2004,IAD,0,5,16,ontime,0
1455,DL,1500,JFK,213,1/16/2004,DCA,0,5,16,delayed,45
630,DL,630,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
730,DL,739,LGA,214,1/16/2004,DCA,0,5,16,ontime,9
830,DL,829,LGA,214,1/16/2004,DCA,0,5,16,delayed,0
930,DL,929,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1030,DL,1040,LGA,214,1/16/2004,DCA,0,5,16,delayed,10
1130,DL,1129,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1230,DL,1228,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1330,DL,1331,LGA,214,1/16/2004,DCA,0,5,16,ontime,1
1430,DL,1429,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1530,DL,1532,LGA,214,1/16/2004,DCA,0,5,16,ontime,2
1630,DL,1630,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1730,DL,1728,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1830,DL,1830,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
1930,DL,1931,LGA,214,1/16/2004,DCA,0,5,16,ontime,1
2030,DL,2028,LGA,214,1/16/2004,DCA,0,5,16,ontime,0
