Customer,State,Coverage,Education,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
WG37485,Oregon,Extended,College,Employed,F,58357,Suburban,Single,137,27,76,2,1,Personal L2,Call Center,708.220713,Sports Car,Medsize
RV95842,California,Extended,College,Retired,M,29692,Suburban,Divorced,77,3,53,0,2,Personal L2,Branch,449.352139,Four-Door Car,Medsize
NG13451,Oregon,Basic,High School or Below,Employed,M,29215,Suburban,Single,67,7,15,0,2,Personal L2,Call Center,327.656191,Four-Door Car,Small
UQ82778,Oregon,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,61,14,4,0,3,Personal L1,Agent,486.121464,Two-Door Car,Medsize
ZG16710,Washington,Basic,High School or Below,Employed,M,26841,Suburban,Married,74,33,17,1,1,Personal L3,Agent,418.534381,Four-Door Car,Medsize
OT53330,Arizona,Extended,Bachelor,Employed,F,34837,Suburban,Single,139,4,2,1,4,Personal L3,Branch,667.2,SUV,Medsize
LZ12396,Arizona,Basic,Bachelor,Employed,F,33068,Urban,Married,61,6,77,1,6,Personal L1,Branch,213.038013,Four-Door Car,Medsize
UU77151,Washington,Extended,College,Employed,F,44820,Urban,Married,133,12,62,3,1,Personal L3,Branch,336.13217,Sports Car,Medsize
PA95799,Arizona,Basic,College,Medical Leave,M,19581,Suburban,Married,61,32,27,0,1,Personal L1,Call Center,377.24342,Four-Door Car,Medsize
CM42637,Oregon,Basic,Bachelor,Disabled,M,23129,Suburban,Married,70,10,74,0,2,Personal L2,Agent,491.65337,Four-Door Car,Medsize
CI47242,Washington,Extended,Bachelor,Unemployed,M,0,Suburban,Single,138,23,93,0,3,Personal L1,Agent,1376.958592,SUV,Small
FE46445,Arizona,Extended,High School or Below,Employed,F,25411,Urban,Married,86,8,73,0,8,Personal L1,Branch,242.807725,Four-Door Car,Medsize
PD32854,Arizona,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal L1,Call Center,480,SUV,Medsize
RH83684,Oregon,Basic,Master,Employed,F,43282,Rural,Divorced,72,3,3,0,3,Personal L1,Web,166.799814,Two-Door Car,Medsize
TW49116,Nevada,Basic,College,Unemployed,M,0,Suburban,Married,62,11,52,2,1,Personal L2,Branch,311.506082,Four-Door Car,Medsize
RJ39700,Oregon,Basic,Bachelor,Medical Leave,M,10037,Urban,Single,71,14,29,0,3,Personal L3,Call Center,292.181494,Four-Door Car,Medsize
LO40410,Oregon,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal L3,Branch,333.696228,Two-Door Car,Medsize
SX85653,Arizona,Extended,Doctor,Employed,F,85609,Suburban,Married,136,22,17,0,1,Personal L3,Agent,652.8,SUV,Medsize
PH91033,Oregon,Extended,College,Employed,M,86347,Urban,Married,130,17,93,0,2,Personal L2,Web,593.779554,Sports Car,Medsize
TO19482,Oregon,Basic,High School or Below,Employed,M,67467,Suburban,Married,61,4,22,0,9,Personal L2,Branch,365.879938,Two-Door Car,Medsize
WA68850,Arizona,Basic,High School or Below,Employed,M,30598,Suburban,Married,106,13,21,0,1,Personal L2,Agent,508.8,SUV,Medsize
ER97256,Arizona,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal L3,Agent,321.6,Four-Door Car,Medsize
GH30325,Oregon,Basic,College,Employed,M,27093,Suburban,Married,61,10,19,0,1,Personal L2,Branch,292.8,Four-Door Car,Medsize
LG98245,Nevada,Basic,Bachelor,Unemployed,M,0,Suburban,Single,108,32,95,0,1,Personal L3,Agent,777.6,SUV,Medsize
EM39400,Nevada,Basic,Bachelor,Employed,M,79181,Urban,Divorced,72,1,24,0,1,Personal L3,Branch,241.277426,Four-Door Car,Medsize
CE17166,California,Extended,College,Employed,M,56225,Suburban,Divorced,97,10,95,0,3,Personal L2,Agent,465.6,Four-Door Car,Small
HF67477,Washington,Basic,High School or Below,Disabled,M,14909,Suburban,Married,199,31,95,0,6,Personal L2,Branch,1238.077611,Luxury Car,Medsize
GJ79432,Nevada,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal L3,Agent,364.8,Four-Door Car,Medsize
ZE17448,Oregon,Extended,College,Employed,M,68401,Urban,Divorced,88,14,14,0,1,Personal L1,Agent,242.254164,Four-Door Car,Medsize
SK65854,Nevada,Basic,College,Employed,F,29730,Suburban,Married,72,1,76,0,3,Personal L1,Branch,463.21435,Four-Door Car,Medsize
RT23641,Oregon,Extended,High School or Below,Employed,F,35577,Urban,Married,130,1,6,0,1,Personal L3,Branch,574.51239,SUV,Medsize
EP61197,Oregon,Premium,Master,Employed,F,77915,Suburban,Married,115,4,61,0,2,Personal L3,Call Center,552,Four-Door Car,Small
BF55854,Nevada,Premium,College,Employed,F,29505,Suburban,Married,284,2,70,0,1,Personal L3,Call Center,1979.444237,Luxury Car,Small
GP19791,California,Basic,College,Employed,F,31356,Suburban,Married,68,25,13,0,2,Personal L3,Agent,326.4,Two-Door Car,Small
II16403,California,Basic,College,Employed,F,31456,Rural,Single,199,5,61,0,1,Personal L3,Branch,436.695385,Luxury SUV,Medsize
SS28002,Arizona,Basic,High School or Below,Employed,F,95284,Urban,Married,69,6,35,0,4,Personal L3,Call Center,327.647322,Four-Door Car,Medsize
VT97066,Nevada,Extended,High School or Below,Unemployed,M,0,Suburban,Single,98,7,24,0,9,Personal L3,Call Center,931.648937,Two-Door Car,Medsize
FH97700,Washington,Premium,Bachelor,Employed,F,62864,Rural,Single,104,20,14,0,1,Personal L2,Agent,171.213743,Two-Door Car,Small
NB96938,Oregon,Basic,College,Medical Leave,M,22842,Suburban,Married,65,20,53,0,9,Personal L2,Agent,468,Four-Door Car,Medsize
HY32811,California,Basic,Bachelor,Employed,F,67186,Urban,Single,66,22,20,0,2,Personal L2,Branch,184.936711,Four-Door Car,Small
MB69465,Arizona,Extended,High School or Below,Unemployed,M,0,Suburban,Married,87,14,67,0,3,Personal L3,Web,417.6,Four-Door Car,Medsize
LE12086,Oregon,Basic,College,Employed,F,68946,Urban,Married,71,15,31,0,8,Personal L1,Call Center,309.627788,Four-Door Car,Medsize
IO89174,Oregon,Basic,Bachelor,Employed,F,56680,Suburban,Single,100,9,78,2,3,Personal L3,Branch,480,SUV,Medsize
DB26077,Arizona,Extended,High School or Below,Retired,F,18866,Suburban,Married,126,4,62,0,1,Personal L2,Call Center,604.8,SUV,Medsize
NB98740,California,Basic,High School or Below,Employed,F,82875,Suburban,Married,70,5,20,0,1,Personal L3,Call Center,455.337179,Four-Door Car,Small
EL82767,Arizona,Basic,College,Unemployed,F,0,Suburban,Married,109,25,61,2,1,Personal L3,Agent,523.2,SUV,Medsize
EW67766,California,Extended,College,Unemployed,F,0,Suburban,Married,127,24,58,0,1,Personal L2,Agent,609.6,SUV,Small
JS36743,California,Basic,Bachelor,Employed,M,54753,Suburban,Single,61,5,99,0,1,Personal L2,Agent,292.8,Four-Door Car,Medsize
LQ20969,California,Extended,Bachelor,Employed,M,59523,Urban,Married,78,0,62,1,8,Personal L1,Branch,343.789779,Four-Door Car,Large
YJ42538,Arizona,Basic,Bachelor,Employed,F,21359,Suburban,Married,101,25,5,0,1,Personal L3,Agent,484.8,Sports Car,Medsize
XB64207,Arizona,Basic,Bachelor,Employed,F,86101,Urban,Married,102,4,73,0,1,Personal L1,Agent,344.736945,SUV,Medsize
KZ80424,Washington,Basic,Bachelor,Employed,M,25998,Suburban,Married,71,16,38,0,2,Personal L2,Call Center,791.878042,Four-Door Car,Medsize
BC34309,California,Basic,Master,Employed,F,64341,Rural,Single,61,4,81,0,1,Personal L2,Agent,79.934072,Four-Door Car,Small
ON34922,Oregon,Basic,High School or Below,Employed,M,61894,Urban,Married,67,22,38,0,4,Personal L3,Branch,266.996814,Four-Door Car,Small
MQ93707,Oregon,Basic,High School or Below,Disabled,M,26721,Suburban,Divorced,65,18,64,3,2,Personal L2,Agent,312,Four-Door Car,Medsize
SY28542,Nevada,Extended,Bachelor,Employed,F,59940,Urban,Single,94,17,9,0,3,Personal L3,Web,303.098944,Four-Door Car,Medsize
VK37392,Arizona,Extended,College,Employed,M,58345,Urban,Married,98,1,6,0,6,Personal L1,Branch,346.971517,Four-Door Car,Small
LJ43082,Oregon,Basic,College,Unemployed,F,0,Rural,Divorced,71,33,48,3,7,Personal L3,Call Center,143.276484,Two-Door Car,Large
FI90697,Oregon,Extended,Bachelor,Employed,M,76549,Urban,Married,132,3,5,0,3,Personal L3,Agent,616.349424,SUV,Medsize
DR93103,Arizona,Basic,Master,Employed,F,36212,Rural,Married,73,25,57,0,2,Personal L2,Agent,119.033795,Two-Door Car,Medsize
XR37151,California,Extended,Bachelor,Unemployed,F,0,Suburban,Single,131,18,41,0,3,Personal L2,Branch,628.8,Sports Car,Medsize
ZZ43513,California,Basic,High School or Below,Employed,M,73597,Urban,Married,114,5,8,5,2,Personal L2,Agent,485.183645,SUV,Medsize
QW81912,California,Extended,High School or Below,Employed,F,63762,Rural,Married,99,13,55,0,4,Personal L1,Branch,108.161276,Four-Door Car,Medsize
AZ50087,California,Extended,Bachelor,Employed,M,32787,Suburban,Married,86,3,86,0,7,Personal L2,Branch,568.58486,Two-Door Car,Large
HQ87008,California,Basic,Bachelor,Employed,F,94962,Suburban,Married,67,10,48,4,1,Personal L2,Agent,321.6,Two-Door Car,Large
FM30352,Oregon,Premium,High School or Below,Unemployed,F,0,Suburban,Single,256,30,32,0,1,Personal L3,Agent,1943.772393,Luxury Car,Medsize
GA50461,Oregon,Extended,Bachelor,Medical Leave,F,13037,Suburban,Married,124,28,49,0,1,Personal L1,Agent,839.348464,SUV,Small
FY84962,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,88,5,85,0,1,Personal L2,Branch,989.200247,Four-Door Car,Medsize
GT14584,Oregon,Basic,College,Employed,F,75272,Rural,Married,103,22,10,0,1,Personal L2,Call Center,71.647924,SUV,Medsize
IA87250,Arizona,Basic,Master,Employed,F,39278,Rural,Divorced,66,29,45,0,1,Personal L2,Branch,65.590217,Four-Door Car,Medsize
MM67983,Oregon,Basic,Bachelor,Employed,M,36913,Rural,Married,62,22,37,0,9,Personal L1,Branch,90.569696,Four-Door Car,Medsize
MW40110,California,Basic,Bachelor,Unemployed,M,0,Suburban,Single,74,19,11,1,3,Personal L3,Agent,407.218947,Four-Door Car,Medsize
SH93005,California,Extended,College,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal L3,Agent,412.8,Four-Door Car,Medsize
KD69941,California,Extended,Bachelor,Unemployed,M,0,Suburban,Single,137,17,5,0,1,Personal L3,Branch,986.4,SUV,Medsize
JV38934,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,65,3,95,1,1,Personal L3,Branch,768.797656,Four-Door Car,Medsize
DG68667,Arizona,Basic,Doctor,Medical Leave,M,12617,Suburban,Divorced,108,5,43,0,8,Personal L3,Branch,648.925597,SUV,Medsize
AR40217,Oregon,Basic,High School or Below,Employed,F,42754,Urban,Divorced,65,5,56,4,2,Personal L3,Agent,279.715067,Two-Door Car,Medsize
BR44176,California,Premium,High School or Below,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal L3,Call Center,556.8,Two-Door Car,Small
MY51849,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,19,29,0,8,Personal L3,Branch,469.6093,Four-Door Car,Large
FQ61281,Oregon,Extended,High School or Below,Employed,M,58958,Suburban,Married,231,31,74,0,2,Personal L3,Call Center,1108.8,Luxury Car,Small
NJ72300,Oregon,Basic,Bachelor,Unemployed,F,0,Suburban,Married,107,5,8,0,3,Personal L3,Web,740.963933,SUV,Small
YO81740,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,98,0,57,0,2,Personal L3,Call Center,705.6,Four-Door Car,Small
WM25415,Oregon,Basic,High School or Below,Employed,F,34430,Urban,Divorced,65,6,15,0,2,Personal L2,Agent,184.958966,Two-Door Car,Medsize
GU41036,Oregon,Extended,High School or Below,Disabled,M,13411,Suburban,Married,127,27,81,0,7,Personal L1,Branch,609.6,SUV,Medsize
NN66592,California,Basic,Bachelor,Employed,M,73758,Urban,Married,74,24,87,0,7,Personal L2,Branch,301.562622,Four-Door Car,Medsize
TO29918,California,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,116,34,82,2,1,Personal L2,Agent,1397.954723,Sports Car,Medsize
TF61492,Washington,Extended,College,Unemployed,F,0,Suburban,Single,92,30,64,3,9,Personal L3,Branch,662.4,Four-Door Car,Medsize
PD52748,Oregon,Extended,High School or Below,Unemployed,F,0,Suburban,Single,134,15,92,1,8,Personal L3,Call Center,1353.28906,SUV,Medsize
TF68928,Arizona,Extended,Bachelor,Disabled,M,10517,Urban,Single,92,14,65,0,3,Personal L1,Agent,441.540848,Four-Door Car,Medsize
VZ79366,California,Premium,College,Employed,M,58842,Suburban,Married,110,6,74,0,1,Personal L2,Branch,528,Four-Door Car,Medsize
SQ53118,California,Basic,College,Employed,M,22355,Suburban,Married,71,27,9,3,2,Personal L2,Branch,340.8,Four-Door Car,Medsize
QZ56257,Washington,Extended,High School or Below,Unemployed,F,0,Suburban,Single,223,26,40,5,7,Personal L2,Call Center,1605.6,Luxury Car,Medsize
ZI34278,Arizona,Basic,Bachelor,Medical Leave,F,21137,Suburban,Single,61,29,62,1,6,Personal L1,Web,292.8,Four-Door Car,Medsize
ZB82406,Oregon,Extended,Bachelor,Unemployed,F,0,Suburban,Single,99,16,65,2,3,Personal L1,Branch,712.8,Four-Door Car,Small
OP93305,California,Extended,High School or Below,Employed,M,78255,Suburban,Single,95,14,88,0,2,Personal L3,Branch,456,Four-Door Car,Small
FX81675,California,Basic,College,Employed,F,87957,Suburban,Divorced,61,31,63,0,2,Personal L3,Agent,308.321335,Four-Door Car,Small
RX31862,California,Extended,High School or Below,Employed,M,49529,Urban,Married,78,4,78,0,3,Personal L2,Agent,234.723464,Two-Door Car,Medsize
YQ58965,California,Extended,Bachelor,Retired,F,23376,Suburban,Divorced,78,19,18,0,1,Personal L3,Call Center,374.4,Four-Door Car,Medsize
HG60406,California,Extended,College,Unemployed,M,0,Suburban,Single,81,21,78,0,1,Personal L1,Call Center,583.2,Four-Door Car,Medsize
BC52397,Arizona,Basic,College,Employed,M,67952,Rural,Married,71,16,0,0,1,Personal L3,Branch,167.405624,Two-Door Car,Medsize
JJ23168,Arizona,Basic,High School or Below,Employed,F,20497,Suburban,Married,65,17,94,0,2,Personal L2,Branch,425.358596,Four-Door Car,Small
NB39218,California,Premium,High School or Below,Employed,M,68420,Suburban,Married,104,5,27,1,2,Personal L2,Branch,499.2,Four-Door Car,Medsize
FP95606,Arizona,Extended,College,Employed,F,24711,Rural,Married,122,31,93,0,1,Personal L3,Agent,259.998169,Sports Car,Small
YP27180,California,Basic,College,Employed,F,76530,Rural,Divorced,119,35,9,4,2,Personal L2,Call Center,254.149197,SUV,Medsize
JK74110,California,Extended,High School or Below,Employed,M,98333,Urban,Married,99,16,69,1,1,Personal L3,Branch,459.048775,Four-Door Car,Medsize
MC85738,California,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal L3,Call Center,667.2,SUV,Medsize
CE78778,Oregon,Premium,College,Unemployed,F,0,Suburban,Single,106,25,47,1,1,Personal L3,Web,1116.943654,Four-Door Car,Small
LT72149,Nevada,Premium,High School or Below,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal L2,Web,1027.000029,SUV,Medsize
ZC89812,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,74,18,29,0,8,Personal L2,Branch,532.8,Four-Door Car,Medsize
GF68713,Oregon,Extended,Bachelor,Employed,M,24695,Suburban,Married,82,0,88,0,1,Personal L3,Web,393.6,Four-Door Car,Large
HB23001,California,Premium,Bachelor,Employed,M,26287,Rural,Married,111,6,11,0,8,Personal L2,Branch,279.378884,Two-Door Car,Medsize
DH99299,California,Basic,College,Employed,M,83846,Suburban,Married,74,22,94,3,2,Personal L2,Agent,355.2,Four-Door Car,Large
RA61917,Washington,Basic,High School or Below,Employed,F,76081,Suburban,Single,68,14,3,0,2,Personal L2,Branch,384.210821,Four-Door Car,Medsize
RR37482,Washington,Premium,High School or Below,Employed,M,41727,Rural,Married,117,18,84,1,2,Personal L2,Agent,82.25632,Four-Door Car,Medsize
WM24870,Nevada,Basic,College,Employed,F,89092,Rural,Divorced,68,31,30,2,3,Personal L3,Branch,91.8198,Two-Door Car,Medsize
CQ19667,Oregon,Premium,Bachelor,Employed,F,49853,Suburban,Single,109,17,47,0,1,Personal L3,Branch,679.534284,Four-Door Car,Medsize
GN36177,Nevada,Basic,Bachelor,Employed,M,43626,Suburban,Divorced,67,9,80,0,1,Personal L3,Call Center,321.6,Two-Door Car,Small
UA58104,California,Basic,College,Employed,F,76505,Rural,Married,65,32,89,0,2,Personal L3,Branch,144.051716,Four-Door Car,Medsize
GR12431,California,Basic,College,Employed,F,66216,Rural,Single,103,34,58,0,2,Personal L2,Web,96.723812,Sports Car,Medsize
VU99589,Arizona,Basic,High School or Below,Employed,F,20090,Suburban,Married,109,10,59,0,2,Personal L3,Agent,523.2,Sports Car,Medsize
VV61641,Oregon,Premium,High School or Below,Unemployed,F,0,Suburban,Single,185,7,47,2,2,Personal L1,Agent,1543.932434,SUV,Medsize
XF33416,Oregon,Premium,College,Employed,F,31986,Suburban,Divorced,111,13,83,0,6,Personal L2,Branch,532.8,Four-Door Car,Small
PV62583,Nevada,Extended,College,Medical Leave,M,22166,Suburban,Married,126,10,22,0,6,Personal L3,Web,604.8,SUV,Medsize
ZF58696,California,Extended,High School or Below,Unemployed,M,0,Suburban,Single,130,7,31,0,2,Personal L3,Agent,1430.548077,Sports Car,Medsize
PK37320,Oregon,Basic,Master,Employed,F,83838,Urban,Married,65,1,74,0,1,Personal L1,Call Center,281.405931,Two-Door Car,Medsize
EP35930,Oregon,Basic,Master,Employed,F,46061,Rural,Married,65,23,95,0,3,Personal L3,Branch,21.612658,Two-Door Car,Large
TS34391,Oregon,Basic,College,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal L2,Agent,369.614729,SUV,Medsize
AQ25590,Washington,Extended,High School or Below,Medical Leave,F,20282,Suburban,Divorced,79,19,8,3,6,Personal L2,Agent,507.549315,Two-Door Car,Medsize
QK37708,California,Basic,Bachelor,Employed,M,50146,Suburban,Married,116,6,44,1,1,Personal L3,Branch,759.291202,SUV,Medsize
EY83434,Washington,Extended,High School or Below,Unemployed,M,0,Suburban,Married,121,27,58,0,2,Personal L3,Branch,580.8,SUV,Large
XO78284,Arizona,Extended,Master,Employed,M,96335,Rural,Single,97,7,43,0,1,Personal L3,Branch,161.388136,Four-Door Car,Small
ZF77631,California,Basic,Master,Employed,M,80540,Rural,Married,63,27,74,0,2,Personal L2,Agent,65.845112,Four-Door Car,Medsize
IU15885,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Married,66,35,75,0,4,Personal L3,Agent,316.8,Four-Door Car,Small
HI16116,Oregon,Basic,Master,Employed,F,29899,Suburban,Married,66,21,31,0,3,Personal L3,Agent,419.302975,Four-Door Car,Small
WH41496,Washington,Extended,College,Unemployed,M,0,Suburban,Married,136,28,87,0,1,Personal L3,Web,652.8,SUV,Large
IQ24777,Nevada,Basic,Bachelor,Employed,M,71391,Urban,Married,67,29,39,0,2,Personal L2,Agent,284.000172,Four-Door Car,Medsize
CA55066,Arizona,Premium,High School or Below,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal L2,Agent,494.4,Four-Door Car,Medsize
LG87047,California,Basic,High School or Below,Disabled,M,14209,Suburban,Married,62,34,36,0,2,Personal L3,Web,297.6,Four-Door Car,Medsize
TK38732,Oregon,Extended,High School or Below,Employed,M,47824,Urban,Married,129,8,56,3,1,Personal L2,Agent,546.046853,SUV,Medsize
ID21652,Washington,Basic,Bachelor,Employed,F,79189,Rural,Married,71,11,79,0,1,Personal L2,Branch,56.092247,Two-Door Car,Medsize
CK36026,Arizona,Extended,Bachelor,Medical Leave,F,23870,Suburban,Married,91,4,92,0,1,Personal L3,Web,500.577875,Two-Door Car,Medsize
UR27848,California,Basic,College,Unemployed,M,0,Suburban,Divorced,73,9,94,0,2,Personal L1,Agent,350.4,Two-Door Car,Medsize
UW55977,Washington,Basic,Bachelor,Employed,M,94392,Rural,Married,65,3,89,1,8,Personal L3,Call Center,156.18031,Four-Door Car,Small
RE46032,Nevada,Extended,College,Medical Leave,M,23203,Suburban,Single,132,21,71,0,2,Personal L3,Agent,1158.79311,SUV,Medsize
CG69038,Washington,Basic,College,Employed,M,38157,Rural,Married,61,2,39,0,4,Personal L3,Branch,81.53233,Two-Door Car,Medsize
IR73545,Oregon,Extended,College,Unemployed,M,0,Suburban,Single,126,12,4,0,2,Personal L2,Agent,604.8,SUV,Medsize
ED44765,Oregon,Basic,High School or Below,Employed,F,25318,Suburban,Married,63,4,8,2,2,Personal L2,Call Center,302.4,Four-Door Car,Small
TW81986,Arizona,Extended,Bachelor,Employed,F,51721,Urban,Married,139,18,98,0,1,Personal L2,Agent,625.282599,SUV,Medsize
HA56889,Nevada,Basic,Bachelor,Unemployed,F,0,Suburban,Single,114,35,9,0,1,Personal L3,Agent,851.031598,Sports Car,Small
EB72669,California,Extended,Bachelor,Unemployed,M,0,Suburban,Single,78,7,65,3,6,Personal L3,Web,374.4,Four-Door Car,Medsize
CH95772,California,Basic,College,Employed,M,68321,Urban,Single,66,31,44,0,1,Personal L2,Branch,198.263056,Four-Door Car,Medsize
OZ62735,Arizona,Extended,Bachelor,Employed,M,69161,Urban,Married,129,24,50,0,2,Personal L3,Agent,441.138769,Sports Car,Medsize
UN50538,Oregon,Extended,Bachelor,Employed,F,72667,Urban,Married,80,2,58,0,9,Personal L1,Agent,383.228397,Four-Door Car,Large
UG42487,Arizona,Extended,High School or Below,Unemployed,F,0,Suburban,Single,87,15,26,0,2,Personal L3,Agent,626.4,Four-Door Car,Medsize
TB56369,California,Premium,Bachelor,Employed,F,36551,Rural,Single,107,12,25,0,2,Personal L3,Branch,53.837271,Four-Door Car,Medsize
ZN27753,Oregon,Basic,Bachelor,Employed,M,70524,Suburban,Married,73,18,5,0,4,Personal L2,Web,350.4,Four-Door Car,Medsize
LV81383,Washington,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Personal L2,Agent,460.8,Four-Door Car,Large
HI34993,Oregon,Basic,High School or Below,Employed,M,40376,Suburban,Married,69,16,46,0,8,Personal L3,Agent,427.874055,Four-Door Car,Large
KW59167,Oregon,Extended,College,Employed,F,72608,Suburban,Married,82,26,19,3,8,Personal L2,Agent,393.6,Four-Door Car,Medsize
BL44722,Nevada,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal L2,Call Center,571.2,Four-Door Car,Medsize
QV11152,Arizona,Basic,High School or Below,Employed,M,34398,Suburban,Married,61,10,18,1,2,Personal L3,Agent,292.8,Two-Door Car,Small
SG53084,California,Basic,Bachelor,Employed,F,70432,Rural,Married,61,16,49,3,4,Personal L2,Web,6.422285,Four-Door Car,Medsize
EZ30537,Oregon,Premium,Doctor,Employed,F,79655,Rural,Married,296,12,17,0,9,Personal L3,Branch,498.159874,Luxury Car,Medsize
AY35050,Arizona,Extended,College,Unemployed,F,0,Suburban,Married,98,3,70,0,8,Personal L3,Branch,470.4,Two-Door Car,Medsize
UQ59692,California,Extended,Bachelor,Employed,F,73457,Rural,Married,133,0,29,1,2,Personal L3,Branch,198.115298,SUV,Small
JF11031,California,Extended,College,Unemployed,M,0,Suburban,Single,82,7,77,0,7,Personal L3,Web,393.6,Four-Door Car,Medsize
DE53644,California,Basic,Bachelor,Employed,F,23059,Suburban,Married,66,22,55,0,3,Personal L3,Web,372.430947,Two-Door Car,Medsize
KR53335,Washington,Basic,Bachelor,Unemployed,F,0,Suburban,Single,66,5,46,0,2,Personal L2,Branch,316.8,Four-Door Car,Small
AJ89108,California,Premium,Bachelor,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal L3,Agent,1358.4,Luxury Car,Medsize
MZ10085,Nevada,Basic,High School or Below,Employed,M,72531,Suburban,Married,109,35,20,1,1,Personal L2,Call Center,523.2,Sports Car,Medsize
EV68966,California,Basic,College,Employed,M,87840,Rural,Married,118,22,42,1,3,Personal L3,Call Center,161.590594,SUV,Medsize
PS28082,Arizona,Basic,High School or Below,Employed,M,57563,Suburban,Divorced,66,7,61,0,1,Personal L2,Branch,316.8,Four-Door Car,Medsize
MX89333,Arizona,Basic,Bachelor,Unemployed,M,0,Suburban,Married,72,16,48,2,1,Personal L1,Branch,345.6,Two-Door Car,Large
OE14751,Oregon,Extended,Doctor,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal L3,Branch,441.6,Two-Door Car,Medsize
YI73667,Nevada,Basic,College,Unemployed,F,0,Suburban,Married,72,1,73,0,6,Personal L3,Web,345.6,Four-Door Car,Medsize
AX70794,California,Basic,High School or Below,Employed,M,47122,Suburban,Single,62,6,77,0,1,Personal L2,Branch,297.6,Two-Door Car,Medsize
BF69918,Oregon,Extended,High School or Below,Unemployed,M,0,Suburban,Married,77,17,54,0,9,Personal L2,Web,534.228036,Four-Door Car,Medsize
HG65194,Oregon,Extended,College,Unemployed,F,0,Suburban,Single,125,8,61,0,3,Personal L2,Branch,600,SUV,Medsize
GV68933,Arizona,Basic,High School or Below,Disabled,M,12677,Suburban,Married,101,21,18,0,9,Personal L3,Call Center,500.633484,SUV,Medsize
PS57128,California,Extended,Bachelor,Employed,F,41341,Rural,Single,99,4,64,0,1,Personal L2,Agent,240.24432,Four-Door Car,Medsize
AH55475,Arizona,Extended,College,Employed,M,44246,Suburban,Married,122,1,18,3,2,Personal L2,Web,585.6,SUV,Small
LE91297,Oregon,Basic,Master,Unemployed,M,0,Suburban,Married,71,0,26,0,9,Personal L3,Agent,340.8,Four-Door Car,Small
IF18508,California,Extended,High School or Below,Employed,F,70610,Rural,Single,99,2,11,0,3,Personal L1,Agent,240.977382,Four-Door Car,Large
YE87442,Arizona,Extended,High School or Below,Employed,F,34831,Suburban,Married,124,4,34,0,3,Personal L1,Branch,595.2,SUV,Medsize
QD85803,California,Extended,Bachelor,Employed,F,30374,Urban,Married,99,1,50,0,9,Personal L2,Call Center,304.537298,Four-Door Car,Medsize
SF25048,California,Basic,College,Employed,M,50825,Urban,Married,102,3,46,0,3,Personal L3,Agent,369.614729,SUV,Medsize
FH39423,Oregon,Basic,Master,Employed,F,80727,Rural,Married,68,15,43,0,4,Personal L2,Call Center,98.71658,Four-Door Car,Medsize
LW43630,California,Extended,Bachelor,Employed,F,71269,Urban,Married,80,28,85,0,2,Personal L2,Branch,350.689559,Four-Door Car,Medsize
XO17798,Washington,Basic,High School or Below,Employed,M,45794,Suburban,Married,74,3,38,0,5,Personal L1,Agent,449.63005,Four-Door Car,Small
NE16405,California,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal L2,Agent,201.455005,Four-Door Car,Medsize
FR26341,Oregon,Basic,Master,Disabled,M,19112,Urban,Married,62,30,32,0,1,Personal L1,Web,259.006614,Four-Door Car,Medsize
UG72692,Oregon,Basic,Bachelor,Unemployed,M,0,Suburban,Single,70,35,74,0,1,Personal L3,Branch,734.072654,Four-Door Car,Small
MP95255,California,Extended,High School or Below,Employed,F,66676,Suburban,Married,97,0,40,0,1,Personal L1,Agent,558.099357,Four-Door Car,Small
EM16179,Arizona,Basic,College,Employed,F,69011,Suburban,Single,70,3,52,0,2,Personal L3,Call Center,336,Four-Door Car,Medsize
